Job titiles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain
Business Development Manager,35%,352,2227,0.158060171,Communication & PR
Business Development Officer,40%,958,2883,0.332292751,Communication & PR
Business Development Representative,45%,957,2881,0.332176328,Communication & PR
Business Development Specialist,35%,341,2193,0.155494756,Supply Chain & Logistics
Business Director,25%,186,1358,0.136966127,Sales & Marketing
Business Education Teacher,15%,769,3071,0.250407034,Medical & Healthcare
Business Instructor,30%,130,859,0.151338766,Law Enforcement
Business Intelligence Analyst,30%,305,1828,0.166849015,Supply Chain & Logistics
Business Intelligence Consultant,30%,286,1622,0.176325524,Leadership & Strategy
Business Intelligence Developer,30%,287,1628,0.176289926,Supply Chain & Logistics
Business Intelligence Manager,25%,235,1554,0.151222651,Communication & PR
Business Leader,10%,1080,4260,0.253521127,Law Enforcement
Business Management Consultant,60%,143,984,0.145325203,Leadership & Strategy
Business Manager,68%,164,1072,0.152985075,Supply Chain & Logistics
Business Objects Developer,40%,871,2669,0.326339453,Administrative & Clerical
Business Office Manager,30%,223,1349,0.165307635,Administrative & Clerical
Business Operations Manager,71%,163,1330,0.122556391,Data & IT
Business Operations Specialist,10%,1110,4335,0.256055363,Leadership & Strategy
Business Partner,35%,319,2087,0.152850982,Leadership & Strategy
Business Process Analyst,25%,261,2008,0.12998008,Data & IT
Business Process Manager,50%,671,2162,0.310360777,Law Enforcement
Business Project Manager,53%,207,1602,0.129213483,Data & IT
Business Relationship Manager,82%,194,1467,0.132242672,Leadership & Strategy
Business Specialist,15%,1247,5360,0.232649254,Hospitality
Business Strategist,30%,264,1512,0.174603175,Law Enforcement
Business Support,25%,269,1795,0.149860724,Hospitality
Business Systems Analyst,30%,306,1773,0.172588832,Construction
Business Teacher,10%,843,3243,0.259944496,Supply Chain & Logistics
Business Unit Manager,30%,236,1437,0.164231037,Construction
Busser,10%,421,1614,0.260842627,Data & IT
Butcher,35%,55,513,0.107212476,Data & IT
Butler,20%,370,1457,0.253946465,Law Enforcement
Buyer,45%,607,2062,0.294374394,Construction
Buyer Planner,50%,183,1289,0.14197052,Communication & PR
C Developer,65%,242,1743,0.138841079,Data & IT
C# Developer,65%,248,1731,0.143269786,Administrative & Clerical
Cabin Cleaner,50%,20,240,0.083333333,Supply Chain & Logistics
Cabinet Installer,25%,80,575,0.139130435,Sales & Marketing
Cabinet Maker,25%,79,874,0.090389016,Hospitality
Cable Installation Technician,50%,65,458,0.141921397,Law Enforcement
Cable Technician,50%,63,451,0.139689579,Construction
Cad Designer,55%,124,1265,0.098023715,Data & IT
Cad Drafter,68%,125,948,0.13185654,Medical & Healthcare
Cad Engineer,50%,547,2314,0.236387208,Supply Chain & Logistics
Cad Operator,65%,123,921,0.133550489,Sales & Marketing
Cad Technician,65%,124,922,0.134490239,Hospitality
Cafe Manager,30%,211,1354,0.155834564,Medical & Healthcare
Calibration Technician,40%,478,1599,0.298936836,Hospitality
Call Center,40%,1064,3265,0.325880551,Leadership & Strategy
Call Center Agent,25%,296,1897,0.156035846,Communication & PR
Call Center Director,10%,1109,4263,0.260145437,Administrative & Clerical
Call Center Manager,20%,10,60,0.166666667,Law Enforcement
Call Center Operator,25%,296,1897,0.156035846,Data & IT
Call Center Representative,15%,1274,4798,0.265527303,Communication & PR
Call Center Specialist,30%,301,1816,0.165748899,Leadership & Strategy
Call Center Supervisor,20%,10,60,0.166666667,Construction
Caller,75%,131,1085,0.120737327,Construction
Camera Operator,20%,6,48,0.125,Communication & PR
Camp Counselor,10%,947,3687,0.256848386,Hospitality
Camp Director,15%,805,3243,0.24822695,Construction
Campaign Coordinator,25%,274,1710,0.160233918,Data & IT
Campaign Manager,30%,248,1479,0.167680865,Leadership & Strategy
Campground Manager,20%,701,3099,0.226202001,Construction
Campus Recruiter,10%,951,4469,0.212799284,Construction
Cancer Registrar,25%,179,1323,0.135298564,Sales & Marketing
Cannabis,28%,157,1234,0.127228525,Law Enforcement
Canvasser,30%,177,1014,0.174556213,Medical & Healthcare
Captain,5%,359,1639,0.219035998,Leadership & Strategy
Car Dealer,22%,5,20,0.25,Supply Chain & Logistics
Car Detailer,50%,51,601,0.084858569,Medical & Healthcare
Car Driver,35%,60,505,0.118811881,Hospitality
Car Mechanic,35%,66,525,0.125714286,Leadership & Strategy
Car Porter,20%,4,14,0.285714286,Leadership & Strategy
Car Sales,30%,221,1515,0.145874587,Administrative & Clerical
Cardiac Sonographer,40%,403,1376,0.292877907,Leadership & Strategy
Cardiologist,30%,140,982,0.142566191,Leadership & Strategy
Cardiology Nurse Practitioner,30%,87,616,0.141233766,Medical & Healthcare
Cardiothoracic Surgeon,30%,79,530,0.149056604,Supply Chain & Logistics
Cardiovascular Technologist,40%,417,1411,0.295535082,Medical & Healthcare
Care Assistant,15%,612,2606,0.234842671,Data & IT
Care Manager,35%,221,1544,0.143134715,Supply Chain & Logistics
Care Provider,20%,6,20,0.3,Data & IT
Care Taker,15%,465,1741,0.267087881,Communication & PR
Career Advisor,10%,915,3738,0.244783307,Law Enforcement
Career Coach,20%,10,60,0.166666667,Hospitality
Career Consultant,20%,9,57,0.157894737,Communication & PR
Career Counselor,10%,909,3747,0.242594075,Construction
Career Specialist,15%,1074,4405,0.243813848,Medical & Healthcare
Caregiver,5%,608,2504,0.242811502,Communication & PR
Caretaker,15%,464,1829,0.253690541,Data & IT
Cargo Agent,40%,597,2088,0.28591954,Construction
Cargo Handler,25%,119,828,0.143719807,Medical & Healthcare
Carpenter,30%,116,724,0.160220994,Construction
Carpenter Helper,30%,104,612,0.169934641,Sales & Marketing
Carpentry,30%,112,684,0.16374269,Hospitality
Carpet Cleaner,60%,6,133,0.045112782,Data & IT
Carrier,35%,62,529,0.117202268,Communication & PR
Cart Attendant,13%,270,1124,0.240213523,Administrative & Clerical
Cartographer,30%,148,1221,0.121212121,Sales & Marketing
Case Aide,15%,824,3508,0.234891676,Sales & Marketing
Case Manager,40%,784,2544,0.308176101,Sales & Marketing
Case Worker,20%,8,49,0.163265306,Communication & PR
Cash Manager,50%,169,1250,0.1352,Law Enforcement
Cashier,70%,97,703,0.137980085,Medical & Healthcare
Casino,25%,145,1133,0.127978817,Communication & PR
Casino Dealer,50%,54,361,0.149584488,Communication & PR
Casino Host,25%,183,1397,0.130994989,Data & IT
Casino Manager,45%,463,1765,0.262322946,Sales & Marketing
Category Manager,21%,6,46,0.130434783,Communication & PR
Caterer,40%,630,1975,0.318987342,Supply Chain & Logistics
Catering Assistant,20%,469,2051,0.228668942,Sales & Marketing
Catering Chef,25%,137,1079,0.126969416,Administrative & Clerical
Catering Coordinator,30%,259,1902,0.13617245,Supply Chain & Logistics
Catering Manager,40%,684,2073,0.329956585,Law Enforcement
Catering Sales Manager,30%,232,1373,0.168973052,Law Enforcement
Cdl Driver,50%,32,284,0.112676056,Administrative & Clerical
Center Manager,25%,209,1542,0.135538262,Leadership & Strategy
Central Office Technician,10%,615,2578,0.238557021,Medical & Healthcare
Central Service Technician,25%,149,1171,0.127241674,Hospitality
Certified Athletic Trainer,10%,413,1860,0.222043011,Administrative & Clerical
Certified Dental Assistant,30%,107,676,0.158284024,Law Enforcement
Certified Diabetes Educator,20%,9,57,0.157894737,Leadership & Strategy
Certified Dietary Manager,20%,7,46,0.152173913,Medical & Healthcare
Certified Home Health Aide,30%,87,678,0.128318584,Administrative & Clerical
Certified Medical Assistant,15%,701,2826,0.248053786,Administrative & Clerical
Certified Medication Aide,20%,7,46,0.152173913,Supply Chain & Logistics
Certified Nurse Aide,35%,90,657,0.136986301,Medical & Healthcare
Certified Nurse Assistant,45%,457,1486,0.307537012,Medical & Healthcare
Certified Nurse Midwife,5%,664,2770,0.239711191,Medical & Healthcare
Certified Nursing Assistant,15%,438,1579,0.277390754,Communication & PR
Certified Occupational Therapy Assistant,40%,438,1476,0.296747967,Supply Chain & Logistics
Certified Ophthalmic Assistant,30%,108,684,0.157894737,Construction
Certified Personal Trainer,40%,551,1737,0.317213587,Supply Chain & Logistics
Certified Pharmacy Technician,40%,232,722,0.32132964,Law Enforcement
Certified Phlebotomy Technician,25%,136,889,0.152980877,Sales & Marketing
Certified Professional Coder,65%,129,798,0.161654135,Data & IT
Certified Public Accountant,40%,542,1637,0.331093464,Law Enforcement
Certified Surgical Technologist,60%,43,378,0.113756614,Hospitality
Certified Welding Inspector,45%,105,477,0.220125786,Hospitality
Cfd Engineer,42%,384,1169,0.328485885,Supply Chain & Logistics
Chairman,30%,181,1203,0.15045719,Administrative & Clerical
Change Management Consultant,20%,8,54,0.148148148,Communication & PR
Change Manager,25%,241,1573,0.153210426,Construction
Channel Manager,35%,218,1291,0.168861348,Supply Chain & Logistics
Channel Marketing Manager,30%,238,1697,0.140247496,Communication & PR
Channel Sales Manager,35%,348,2205,0.157823129,Hospitality
Chaplain,10%,391,1736,0.225230415,Construction
Character Artist,40%,737,2724,0.270558003,Administrative & Clerical
Charge Nurse,5%,687,2798,0.245532523,Supply Chain & Logistics
Charter Pilot,20%,2,0,inf,Medical & Healthcare
Chartered Accountant,40%,547,1642,0.333130329,Construction
Chauffeur,30%,56,442,0.126696833,Construction
Cheerleading Coach,5%,890,3391,0.262459451,Communication & PR
Chef,20%,362,1488,0.24327957,Hospitality
Chef Assistant,20%,356,1506,0.236387782,Communication & PR
Chef De Cuisine,25%,132,1016,0.12992126,Leadership & Strategy
Chef De Partie,25%,134,1050,0.127619048,Medical & Healthcare
Chef Manager,35%,90,740,0.121621622,Communication & PR
Chemical Dependency Counselor,15%,771,2991,0.25777332,Law Enforcement
Chemical Engineer,50%,116,845,0.137278107,Data & IT
Chemical Lab Technician,45%,503,2116,0.237712665,Administrative & Clerical
Chemical Operator,40%,357,1167,0.305912596,Communication & PR
Chemical Process Engineer,28%,191,1637,0.116676848,Medical & Healthcare
Chemical Technician,50%,106,795,0.133333333,Administrative & Clerical
Chemist,30%,136,884,0.153846154,Hospitality
Chemistry Professor,10%,716,3008,0.238031915,Law Enforcement
Chemistry Teacher,20%,8,31,0.258064516,Hospitality
Chemistry Tutor,35%,117,730,0.160273973,Supply Chain & Logistics
Chief Administrative Officer,35%,281,1828,0.153719912,Data & IT
Chief Communications Officer,85%,284,2118,0.134088763,Construction
Chief Compliance Officer,5%,1054,3980,0.264824121,Leadership & Strategy
Chief Development Officer,25%,180,1347,0.13363029,Construction
Chief Diversity Officer,15%,870,3222,0.270018622,Administrative & Clerical
Chief Engineer,20%,6,46,0.130434783,Supply Chain & Logistics
Chief Estimator,15%,881,3492,0.252290951,Construction
Chief Executive Officer (CEO),91%,153,1135,0.134801762,Supply Chain & Logistics
Chief Financial Officer (CFO),5%,1032,3980,0.259296482,Construction
Chief Human Resources Officer,15%,916,3721,0.246170384,Supply Chain & Logistics
Chief Information Officer,5%,1117,4514,0.24745237,Supply Chain & Logistics
Chief Information Security Officer,5%,902,3116,0.289473684,Law Enforcement
Chief Investment Officer,45%,528,1845,0.286178862,Law Enforcement
Chief Learning Officer,79%,162,1250,0.1296,Data & IT
Chief Marketing Officer,15%,1268,5313,0.238659891,Construction
Chief Medical Officer,20%,5,20,0.25,Supply Chain & Logistics
Chief Nursing Officer,25%,174,1334,0.130434783,Leadership & Strategy
Chief Of Police,70%,122,1047,0.1165234,Data & IT
Chief Of Staff,75%,180,1405,0.128113879,Law Enforcement
Chief Risk Officer,35%,279,1788,0.156040268,Communication & PR
Chief Security Officer,88%,142,1116,0.127240143,Administrative & Clerical
Chief Strategy Officer,90%,184,1284,0.143302181,Construction
Chief Technology Officer,10%,1097,4185,0.262126643,Leadership & Strategy
Child Advocate,10%,602,2522,0.238699445,Leadership & Strategy
Child Care Assistant,10%,424,1785,0.237535014,Law Enforcement
Child Care Worker,5%,708,2884,0.245492372,Hospitality
Child Life Specialist,50%,452,1561,0.289557976,Sales & Marketing
Child Psychiatrist,20%,5,20,0.25,Law Enforcement
Child Psychologist,55%,52,581,0.089500861,Administrative & Clerical
Childcare Teacher,35%,125,884,0.141402715,Law Enforcement
Chinese Teacher,20%,8,31,0.258064516,Communication & PR
Chiropractic Assistant,15%,659,2721,0.242190371,Leadership & Strategy
Chiropractor,5%,473,1750,0.270285714,Law Enforcement
Choir Director,10%,517,1867,0.276914837,Medical & Healthcare
Choreographer,5%,860,3935,0.218551461,Law Enforcement
Church Musician,10%,507,1876,0.270255864,Supply Chain & Logistics
Cinematographer,30%,216,1549,0.139444803,Supply Chain & Logistics
Circuit Design Engineer,35%,96,697,0.137733142,Hospitality
Circulation Manager,40%,633,1823,0.347229841,Medical & Healthcare
Cisco Engineer,40%,95,623,0.152487961,Construction
Cisco Network Engineer,40%,95,623,0.152487961,Sales & Marketing
Cisco Voice Engineer,20%,6,46,0.130434783,Law Enforcement
Citrix Administrator,20%,6,46,0.130434783,Data & IT
Citrix Engineer,40%,499,1325,0.376603774,Medical & Healthcare
City Attorney,10%,504,2206,0.228467815,Communication & PR
City Clerk,30%,137,865,0.158381503,Supply Chain & Logistics
City Driver,30%,58,451,0.128603104,Sales & Marketing
City Engineer,20%,6,46,0.130434783,Construction
City Manager,20%,844,3512,0.240318907,Communication & PR
City Planner,20%,845,3511,0.240672173,Data & IT
Civil Designer,30%,174,1333,0.130532633,Law Enforcement
Civil Drafter,40%,373,1098,0.339708561,Communication & PR
Civil Engineer,10%,1005,3991,0.251816587,Data & IT
Civil Engineering Technician,15%,987,3995,0.247058824,Law Enforcement
Civil Project Engineer,20%,6,46,0.130434783,Sales & Marketing
Civil Structural Engineer,20%,6,46,0.130434783,Hospitality
Claim Adjuster,20%,7,46,0.152173913,Communication & PR
Claim Analyst,40%,590,1927,0.306175402,Hospitality
Claim Examiner,40%,579,1913,0.30266597,Communication & PR
Claim Representative,40%,723,2147,0.336748952,Law Enforcement
Claim Specialist,35%,236,1511,0.156187955,Construction
Claims,40%,557,1738,0.320483314,Data & IT
Claims Adjuster,40%,588,1919,0.306409588,Administrative & Clerical
Claims Analyst,45%,732,2684,0.272727273,Supply Chain & Logistics
Claims Assistant,20%,7,46,0.152173913,Data & IT
Claims Auditor,60%,127,947,0.134107709,Communication & PR
Claims Clerk,10%,903,3798,0.237756714,Data & IT
Claims Examiner,35%,238,1561,0.152466368,Sales & Marketing
Claims Investigator,45%,733,2717,0.269782849,Law Enforcement
Claims Manager,55%,124,956,0.129707113,Administrative & Clerical
Claims Processor,20%,7,46,0.152173913,Administrative & Clerical
Claims Representative,35%,240,1572,0.152671756,Hospitality
Claims Supervisor,40%,600,1988,0.301810865,Leadership & Strategy
Class A CDL,45%,81,437,0.185354691,Medical & Healthcare
Class A Driver,50%,32,271,0.118081181,Leadership & Strategy
Class B CDL,50%,31,254,0.122047244,Medical & Healthcare
Class B Driver,50%,31,254,0.122047244,Supply Chain & Logistics
Classroom Aide,10%,454,1797,0.252643294,Construction
Classroom Assistant,25%,227,1580,0.143670886,Data & IT
Classroom Teacher,20%,8,31,0.258064516,Data & IT
Cleaner,65%,6,27,0.222222222,Sales & Marketing
Clerical Assistant,80%,265,2004,0.132235529,Construction
Clerk,55%,85,830,0.102409639,Construction
Clerk Typist,83%,263,1986,0.132426989,Data & IT
Client Advisor,10%,1087,4173,0.260484064,Leadership & Strategy
Client Associate,10%,1170,4634,0.252481657,Medical & Healthcare
Client Coordinator,10%,1096,4176,0.262452107,Medical & Healthcare
Client Manager,35%,353,2216,0.159296029,Data & IT
Client Relations Manager,20%,9,57,0.157894737,Data & IT
Client Relationship Manager,20%,9,57,0.157894737,Hospitality
Client Service Associate,10%,1172,4636,0.252804142,Supply Chain & Logistics
Client Services Manager,15%,1217,4757,0.255833509,Data & IT
Client Success Manager,30%,286,1824,0.156798246,Leadership & Strategy
Clinic Assistant,30%,131,816,0.160539216,Sales & Marketing
Clinic Manager,50%,182,1782,0.102132435,Administrative & Clerical
Clinic Receptionist,35%,241,1566,0.153895275,Construction
